dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
HEK293T_heat_elF4A1_pl_wt;KLK10;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;KLK14;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;KLLN;WAHR;HEK293T;heatshock;pl;2;pl_fanci;3;low
HeLa_heat_G3BP1_fanci_wt;KLLN;WAHR;HeLa;heatshock;fanci;2;pl_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;KLRA1P;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
HeLa_UV_G3BP1_fanci_wt;KLRD1;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
HeLa_UV_G3BP1_fanci_wt;KLRG1;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
Tcell_stim_G3BP1_bp_wt;KMT2A;WAHR;T cell;stimulation;bp;11;bp_fanci;12;high
U2OS_virus_G3BP1_bp_wt;KMT2A;WAHR;U-2 OS;virus;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_bp_wt;KMT2A;WAHR;HeLa;arsenite;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_fanci_wt;KMT2A;WAHR;HeLa;arsenite;fanci;11;bp_fanci;12;high
HeLa_heat_G3BP1_fanci_wt;KMT2A;WAHR;HeLa;heatshock;fanci;11;bp_fanci;12;high
HeLa_osm_G3BP1_fanci_wt;KMT2A;WAHR;HeLa;osmosis;fanci;11;bp_fanci;12;high
HeLa_UV_G3BP1_fanci_wt;KMT2A;WAHR;HeLa;UV-light;fanci;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS;KMT2A;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KMT2A;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SMMC_ars_G3BP1_bp_wt;KMT2A;WAHR;SMMC-7721;arsenite;bp;11;bp_fanci;12;high
U251_ars_G3BP1_bp_wt;KMT2A;WAHR;U251;arsenite;bp;11;bp_fanci;12;high
U2OS_ars__EDC3_bp;KMT2B;WAHR;U-2 OS;arsenite;bp;11;bp_pl;12;high
U2OS_ars_G3BP1_bp_wt;KMT2B;WAHR;U-2 OS;arsenite;bp;11;bp_pl;12;high
U2OS_ars_PABPC1_bp_wt;KMT2B;WAHR;U-2 OS;arsenite;bp;11;bp_pl;12;high
U2OS_sorb_PABPC1_bp_wt;KMT2B;WAHR;U-2 OS;sorbitol;bp;11;bp_pl;12;high
U2OS_sorb_PABPC1_bp_G3BPko;KMT2B;WAHR;U-2 OS;sorbitol;bp;11;bp_pl;12;high
U2OS_virus_G3BP1_bp_wt;KMT2B;WAHR;U-2 OS;virus;bp;11;bp_pl;12;high
HEK293T_heat_elF4A1_pl_wt;KMT2B;WAHR;HEK293T;heatshock;pl;11;bp_pl;12;high
HEK293T_hip_elF4A1_pl_wt;KMT2B;WAHR;HEK293T;hippuristanol;pl;11;bp_pl;12;high
SKNBE_ars_G3BP1_bp_FUS;KMT2B;WAHR;SK-N-BE;arsenite;bp;11;bp_pl;12;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KMT2B;WAHR;SK-N-BE;arsenite;bp;11;bp_pl;12;high
SMMC_ars_G3BP1_bp_wt;KMT2B;WAHR;SMMC-7721;arsenite;bp;11;bp_pl;12;high
Tcell_stim_G3BP1_bp_wt;KMT2C;WAHR;T cell;stimulation;bp;11;bp_fanci;12;high
U2OS_ars_G3BP1_bp_wt;KMT2C;WAHR;U-2 OS;arsenite;bp;11;bp_fanci;12;high
U2OS_ars_PABPC1_bp_wt;KMT2C;WAHR;U-2 OS;arsenite;bp;11;bp_fanci;12;high
U2OS_sorb_PABPC1_bp_wt;KMT2C;WAHR;U-2 OS;sorbitol;bp;11;bp_fanci;12;high
U2OS_virus_G3BP1_bp_wt;KMT2C;WAHR;U-2 OS;virus;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_bp_wt;KMT2C;WAHR;HeLa;arsenite;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_fanci_wt;KMT2C;WAHR;HeLa;arsenite;fanci;11;bp_fanci;12;high
HeLa_UV_G3BP1_fanci_wt;KMT2C;WAHR;HeLa;UV-light;fanci;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS;KMT2C;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KMT2C;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SMMC_ars_G3BP1_bp_wt;KMT2C;WAHR;SMMC-7721;arsenite;bp;11;bp_fanci;12;high
U2OS_ars__EDC3_bp;KMT2D;WAHR;U-2 OS;arsenite;bp;15;bp_pl_fanci;16;high
U2OS_ars_G3BP1_bp_wt;KMT2D;WAHR;U-2 OS;arsenite;bp;15;bp_pl_fanci;16;high
U2OS_ars_PABPC1_bp_wt;KMT2D;WAHR;U-2 OS;arsenite;bp;15;bp_pl_fanci;16;high
U2OS_sorb_PABPC1_bp_wt;KMT2D;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_sorb_PABPC1_bp_G3BPko;KMT2D;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_sorb_G3BP1_bp_wt;KMT2D;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_virus_G3BP1_bp_wt;KMT2D;WAHR;U-2 OS;virus;bp;15;bp_pl_fanci;16;high
HeLa_ars_G3BP1_bp_wt;KMT2D;WAHR;HeLa;arsenite;bp;15;bp_pl_fanci;16;high
HEK293T_heat_elF4A1_pl_wt;KMT2D;WAHR;HEK293T;heatshock;pl;15;bp_pl_fanci;16;high
HeLa_ars_G3BP1_fanci_wt;KMT2D;WAHR;HeLa;arsenite;fanci;15;bp_pl_fanci;16;high
HeLa_heat_G3BP1_fanci_wt;KMT2D;WAHR;HeLa;heatshock;fanci;15;bp_pl_fanci;16;high
HeLa_osm_G3BP1_fanci_wt;KMT2D;WAHR;HeLa;osmosis;fanci;15;bp_pl_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS;KMT2D;WAHR;SK-N-BE;arsenite;bp;15;bp_pl_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KMT2D;WAHR;SK-N-BE;arsenite;bp;15;bp_pl_fanci;16;high
SMMC_ars_G3BP1_bp_wt;KMT2D;WAHR;SMMC-7721;arsenite;bp;15;bp_pl_fanci;16;high
Tcell_stim_G3BP1_bp_wt;KMT2E;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
U2OS_sorb_G3BP1_bp_wt;KMT2E;WAHR;U-2 OS;sorbitol;bp;5;bp_fanci;6;medium
U2OS_virus_G3BP1_bp_wt;KMT2E;WAHR;U-2 OS;virus;bp;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KMT2E;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
U251_ars_G3BP1_bp_wt;KMT2E;WAHR;U251;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KMT5A;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KMT5A;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;KMT5A;WAHR;HeLa;osmosis;fanci;4;bp_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;KMT5A;WAHR;SMMC-7721;arsenite;bp;4;bp_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;KMT5AP1;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;KMT5B;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KMT5B;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;KMT5B;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KMT5B;WAHR;SK-N-BE;arsenite;bp;4;bp_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;KMT5C;WAHR;T cell;stimulation;bp;3;bp_pl;4;medium
HEK293T_heat_elF4A1_pl_wt;KMT5C;WAHR;HEK293T;heatshock;pl;3;bp_pl;4;medium
HEK293T_hip_elF4A1_pl_wt;KMT5C;WAHR;HEK293T;hippuristanol;pl;3;bp_pl;4;medium
SKNBE_ars_G3BP1_bp_FUS;KNDC1;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_sorb_PABPC1_bp_wt;KNL1;WAHR;U-2 OS;sorbitol;bp;6;bp_fanci;7;medium
U2OS_sorb_PABPC1_bp_G3BPko;KNL1;WAHR;U-2 OS;sorbitol;bp;6;bp_fanci;7;medium
Tcell_stim_G3BP1_bp_wt;KNL1;WAHR;T cell;stimulation;bp;6;bp_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KNL1;WAHR;HeLa;arsenite;fanci;6;bp_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KNL1;WAHR;HeLa;osmosis;fanci;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KNL1;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
HEK293T_sorb_G3BP1_pl_wt;KNOP1;WAHR;HEK293T;sorbitol;pl;6;bp_pl_fanci;7;medium
Tcell_stim_G3BP1_bp_wt;KNOP1;WAHR;T cell;stimulation;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KNOP1;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KNOP1;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KNOP1;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
SMMC_ars_G3BP1_bp_wt;KNOP1;WAHR;SMMC-7721;arsenite;bp;6;bp_pl_fanci;7;medium
PC3_ars_G3BP1_pl_wt;KNSTRN;WAHR;PC3;arsenite;bp;3;bp_pic_fanci;4;medium
HeLa_ars_G3BP1_pic_wt;KNSTRN;WAHR;HeLa;arsenite;pic;3;bp_pic_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;KNSTRN;WAHR;HeLa;osmosis;fanci;3;bp_pic_fanci;4;medium
Tcell_stim_G3BP1_bp_wt;KNTC1;WAHR;T cell;stimulation;bp;1;bp;1;low
HEK293T_sorb_G3BP1_pl_wt;KPNA1;WAHR;HEK293T;sorbitol;pl;7;bp_pl_fanci;8;medium
U2OS_ars_G3BP1_pl_wt;KPNA1;WAHR;U-2 OS;arsenite;pl;7;bp_pl_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KPNA1;WAHR;T cell;stimulation;bp;7;bp_pl_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KPNA1;WAHR;HeLa;arsenite;fanci;7;bp_pl_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KPNA1;WAHR;HeLa;heatshock;fanci;7;bp_pl_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KPNA1;WAHR;HeLa;osmosis;fanci;7;bp_pl_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KPNA1;WAHR;HeLa;UV-light;fanci;7;bp_pl_fanci;8;medium
HEK293T_sorb_G3BP1_pl_wt;KPNA2;WAHR;HEK293T;sorbitol;pl;6;bp_pl_pic_fanci;7;medium
PC3_ars_G3BP1_pl_wt;KPNA2;WAHR;PC3;arsenite;bp;6;bp_pl_pic_fanci;7;medium
HeLa_ars_G3BP1_pic_wt;KPNA2;WAHR;HeLa;arsenite;pic;6;bp_pl_pic_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KPNA2;WAHR;HeLa;arsenite;fanci;6;bp_pl_pic_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KPNA2;WAHR;HeLa;heatshock;fanci;6;bp_pl_pic_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KPNA2;WAHR;HeLa;osmosis;fanci;6;bp_pl_pic_fanci;7;medium
HEK293T_sorb_G3BP1_pl_wt;KPNA3;WAHR;HEK293T;sorbitol;pl;7;pl_pic_fanci;8;medium
U2OS_ars_G3BP1_pl_wt;KPNA3;WAHR;U-2 OS;arsenite;pl;7;pl_pic_fanci;8;medium
HeLa_ars_G3BP1_pic_wt;KPNA3;WAHR;HeLa;arsenite;pic;7;pl_pic_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KPNA3;WAHR;HeLa;arsenite;fanci;7;pl_pic_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KPNA3;WAHR;HeLa;heatshock;fanci;7;pl_pic_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KPNA3;WAHR;HeLa;osmosis;fanci;7;pl_pic_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KPNA3;WAHR;HeLa;UV-light;fanci;7;pl_pic_fanci;8;medium
HEK293T_sorb_G3BP1_pl_wt;KPNA4;WAHR;HEK293T;sorbitol;pl;5;pl_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KPNA4;WAHR;HeLa;arsenite;fanci;5;pl_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KPNA4;WAHR;HeLa;heatshock;fanci;5;pl_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KPNA4;WAHR;HeLa;osmosis;fanci;5;pl_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KPNA4;WAHR;HeLa;UV-light;fanci;5;pl_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;KPNA5;WAHR;T cell;stimulation;bp;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KPNA5;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;KPNA5;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KPNA5;WAHR;SK-N-BE;arsenite;bp;4;bp_fanci;5;medium
U2OS_ars_G3BP1_pl_wt;KPNA6;WAHR;U-2 OS;arsenite;pl;2;bp_pl;3;low
Tcell_stim_G3BP1_bp_wt;KPNA6;WAHR;T cell;stimulation;bp;2;bp_pl;3;low
HEK293T_ars_G3BP1_pl_wt;KPNB1;WAHR;HEK293T;arsenite;pl;8;bp_pl_pic_fanci;9;medium
U2OS_ars_G3BP1_pl_wt;KPNB1;WAHR;U-2 OS;arsenite;pl;8;bp_pl_pic_fanci;9;medium
Tcell_stim_G3BP1_bp_wt;KPNB1;WAHR;T cell;stimulation;bp;8;bp_pl_pic_fanci;9;medium
HeLa_ars_G3BP1_bp_NAT10ko;KPNB1;WAHR;HeLa;arsenite;bp;8;bp_pl_pic_fanci;9;medium
HeLa_ars_G3BP1_pic_wt;KPNB1;WAHR;HeLa;arsenite;pic;8;bp_pl_pic_fanci;9;medium
HeLa_ars_G3BP1_fanci_wt;KPNB1;WAHR;HeLa;arsenite;fanci;8;bp_pl_pic_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;KPNB1;WAHR;HeLa;heatshock;fanci;8;bp_pl_pic_fanci;9;medium
HeLa_osm_G3BP1_fanci_wt;KPNB1;WAHR;HeLa;osmosis;fanci;8;bp_pl_pic_fanci;9;medium
U2OS_sorb_G3BP1_bp_wt;KRAS;WAHR;U-2 OS;sorbitol;bp;6;bp_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KRAS;WAHR;HeLa;arsenite;fanci;6;bp_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KRAS;WAHR;HeLa;heatshock;fanci;6;bp_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KRAS;WAHR;HeLa;osmosis;fanci;6;bp_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KRAS;WAHR;HeLa;UV-light;fanci;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KRAS;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
Tcell_stim_G3BP1_bp_wt;KRBA1;WAHR;T cell;stimulation;bp;4;bp;4;medium
U2OS_ars__EDC3_bp;KRBA1;WAHR;U-2 OS;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;KRBA1;WAHR;SK-N-BE;arsenite;bp;4;bp;4;medium
SMMC_ars_G3BP1_bp_wt;KRBA1;WAHR;SMMC-7721;arsenite;bp;4;bp;4;medium
HeLa_heat_G3BP1_fanci_wt;KRBOX4;WAHR;HeLa;heatshock;fanci;1;fanci;1;low
HeLa_UV_G3BP1_fanci_wt;KRBOX5;WAHR;HeLa;UV-light;fanci;2;bp_fanci;3;low
SKNBE_ars_G3BP1_bp_FUS-P525L;KRBOX5;WAHR;SK-N-BE;arsenite;bp;2;bp_fanci;3;low
PC3_ars_G3BP1_pl_wt;KRCC1;WAHR;PC3;arsenite;bp;3;bp_fanci;4;medium
U251_ars_G3BP1_bp_wt;KRCC1;WAHR;U251;arsenite;bp;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;KRCC1;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
U2OS_ars__EDC3_bp;KREMEN1;WAHR;U-2 OS;arsenite;bp;8;bp_fanci;9;medium
U2OS_ars_G3BP1_bp_wt;KREMEN1;WAHR;U-2 OS;arsenite;bp;8;bp_fanci;9;medium
U2OS_ars_PABPC1_bp_wt;KREMEN1;WAHR;U-2 OS;arsenite;bp;8;bp_fanci;9;medium
U2OS_sorb_PABPC1_bp_wt;KREMEN1;WAHR;U-2 OS;sorbitol;bp;8;bp_fanci;9;medium
U251_ars_G3BP1_bp_wt;KREMEN1;WAHR;U251;arsenite;bp;8;bp_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;KREMEN1;WAHR;HeLa;heatshock;fanci;8;bp_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS;KREMEN1;WAHR;SK-N-BE;arsenite;bp;8;bp_fanci;9;medium
SMMC_ars_G3BP1_bp_wt;KREMEN1;WAHR;SMMC-7721;arsenite;bp;8;bp_fanci;9;medium
Tcell_stim_G3BP1_bp_wt;KRI1;WAHR;T cell;stimulation;bp;4;bp_pl;5;medium
HEK293T_heat_elF4A1_pl_wt;KRI1;WAHR;HEK293T;heatshock;pl;4;bp_pl;5;medium
HEK293T_hip_elF4A1_pl_wt;KRI1;WAHR;HEK293T;hippuristanol;pl;4;bp_pl;5;medium
SMMC_ars_G3BP1_bp_wt;KRI1;WAHR;SMMC-7721;arsenite;bp;4;bp_pl;5;medium
Tcell_stim_G3BP1_bp_wt;KRIT1;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KRIT1;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KRIT1;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KRIT1;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KRIT1;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;KRR1;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KRR1;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KRR1;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KRR1;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KRR1;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
HeLa_ars_G3BP1_pic_wt;KRT10;WAHR;HeLa;arsenite;pic;5;pic_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KRT10;WAHR;HeLa;arsenite;fanci;5;pic_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KRT10;WAHR;HeLa;heatshock;fanci;5;pic_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KRT10;WAHR;HeLa;osmosis;fanci;5;pic_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KRT10;WAHR;HeLa;UV-light;fanci;5;pic_fanci;6;medium
U251_ars_G3BP1_bp_wt;KRT10-AS1;WAHR;U251;arsenite;bp;1;bp;1;low
PC3_ars_G3BP1_pl_wt;KRT17;WAHR;PC3;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_pic_wt;KRT18;WAHR;HeLa;arsenite;pic;1;pic;1;low
SMMC_ars_G3BP1_bp_wt;KRT18P17;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;KRT18P52;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;KRT18P6;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;KRT18P6;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
HEK293T_hip_elF4A1_pl_wt;KRT18P8;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
PC3_ars_G3BP1_pl_wt;KRT34;WAHR;PC3;arsenite;bp;1;bp;1;low
PC3_ars_G3BP1_pl_wt;KRT75;WAHR;PC3;arsenite;bp;1;bp;1;low
HeLa_osm_G3BP1_fanci_wt;KRT8;WAHR;HeLa;osmosis;fanci;1;fanci;1;low
HEK293T_hip_elF4A1_pl_wt;KRT80;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
HeLa_heat_G3BP1_fanci_wt;KRT8P12;WAHR;HeLa;heatshock;fanci;2;fanci;2;low
HeLa_osm_G3BP1_fanci_wt;KRT8P12;WAHR;HeLa;osmosis;fanci;2;fanci;2;low
HEK293T_heat_elF4A1_pl_wt;KRT8P13;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HeLa_ars_G3BP1_fanci_wt;KRT8P3;WAHR;HeLa;arsenite;fanci;3;bp_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;KRT8P3;WAHR;HeLa;osmosis;fanci;3;bp_fanci;4;medium
SMMC_ars_G3BP1_bp_wt;KRT8P3;WAHR;SMMC-7721;arsenite;bp;3;bp_fanci;4;medium
SMMC_ars_G3BP1_bp_wt;KRT8P33;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
HEK293T_heat_elF4A1_pl_wt;KRT8P49;WAHR;HEK293T;heatshock;pl;1;pl;1;low
U251_ars_TIAL1_bp_wt;KRTAP4-2;WAHR;U251;arsenite;bp;1;bp;1;low
HeLa_UV_G3BP1_fanci_wt;KRTAP5-AS1;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
U2OS_ars_G3BP1_bp_wt;KSR1;WAHR;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;KSR1;WAHR;U-2 OS;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;KSR1;WAHR;SK-N-BE;arsenite;bp;4;bp;4;medium
SMMC_ars_G3BP1_bp_wt;KSR1;WAHR;SMMC-7721;arsenite;bp;4;bp;4;medium
U2OS_virus_G3BP1_bp_wt;KSR2;WAHR;U-2 OS;virus;bp;1;bp;1;low
HEK293T_sorb_G3BP1_pl_wt;KTI12;WAHR;HEK293T;sorbitol;pl;1;pl;1;low
Tcell_stim_G3BP1_bp_wt;KTN1;WAHR;T cell;stimulation;bp;6;bp_fanci;7;medium
U251_ars_TIAL1_bp_wt;KTN1;WAHR;U251;arsenite;bp;6;bp_fanci;7;medium
U251_ars_G3BP1_bp_wt;KTN1;WAHR;U251;arsenite;bp;6;bp_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KTN1;WAHR;HeLa;arsenite;fanci;6;bp_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KTN1;WAHR;HeLa;UV-light;fanci;6;bp_fanci;7;medium
SMMC_ars_G3BP1_bp_wt;KTN1;WAHR;SMMC-7721;arsenite;bp;6;bp_fanci;7;medium
PC3_ars_G3BP1_pl_wt;KTN1-AS1;WAHR;PC3;arsenite;bp;2;bp_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;KTN1-AS1;WAHR;HeLa;UV-light;fanci;2;bp_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;KYAT3;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
SMMC_ars_G3BP1_bp_wt;L1CAM;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;L2HGDH;WAHR;T cell;stimulation;bp;4;bp_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;L2HGDH;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;L2HGDH;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;L2HGDH;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
U2OS_ars__EDC3_bp;L3MBTL1;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;L3MBTL2;WAHR;T cell;stimulation;bp;2;bp;2;low
U2OS_ars__EDC3_bp;L3MBTL2;WAHR;U-2 OS;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;L3MBTL3;WAHR;T cell;stimulation;bp;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;L3MBTL3;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;L3MBTL3;WAHR;HeLa;UV-light;fanci;3;bp_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;LACC1;WAHR;HeLa;arsenite;fanci;4;fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;LACC1;WAHR;HeLa;heatshock;fanci;4;fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;LACC1;WAHR;HeLa;osmosis;fanci;4;fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;LACC1;WAHR;HeLa;UV-light;fanci;4;fanci;4;medium
U2OS_ars_G3BP1_pl_wt;LACTB;WAHR;U-2 OS;arsenite;pl;7;bp_pl_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;LACTB;WAHR;T cell;stimulation;bp;7;bp_pl_fanci;8;medium
U2OS_ars_G3BP1_bp_wt;LACTB;WAHR;U-2 OS;arsenite;bp;7;bp_pl_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;LACTB;WAHR;HeLa;arsenite;fanci;7;bp_pl_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;LACTB;WAHR;HeLa;heatshock;fanci;7;bp_pl_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;LACTB;WAHR;HeLa;osmosis;fanci;7;bp_pl_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;LACTB;WAHR;HeLa;UV-light;fanci;7;bp_pl_fanci;8;medium
PC3_ars_G3BP1_pl_wt;LACTB2;WAHR;PC3;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;LACTB2;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;LACTB2;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
